contract_id,vendor_name,contract_value,contract_date,department,procurement_type,location_state,duration_months,classification
IND-CTR-2024-1553,Taneja Aerospace,14.47,20/12/2023,Indian Navy,Drones/UAV,Manipur,13,Small
IND-CTR-2025-0427,NewSpace Research & Technologies,220.56,20/12/2023,Indian Navy,Vehicles,Andhra Pradesh,22,Standard
IND-CTR-2023-0210,Astra Microwave,49.73,22/12/2023,Indian Army,Ammunition,Goa,15,Small
IND-CTR-2023-0909,Bharat Heavy Electricals Limited (BHEL),46.91,22/12/2023,DRDO,IT Services,Telangana,10,Small
IND-CTR-2023-1523,Garden Reach Shipbuilders & Engineers,121.87,23/12/2023,Ministry of Home Affairs (CAPF),Drones/UAV,Tamil Nadu,9,Standard
IND-CTR-2024-0624,Cochin Shipyard Limited,18.87,23/12/2023,Indian Army,Drones/UAV,West Bengal,10,Small
IND-CTR-2025-1132,DRDO - RCI,7.1,24/12/2023,Ministry of Home Affairs (CAPF),Training & Simulation,Nagaland,10,Small
IND-CTR-2023-0458,Avantel,15103.56,25/12/2023,Indian Coast Guard,Submarines,Maharashtra,68,Major
IND-CTR-2025-0629,Mahindra Defence Systems,28.4,26/12/2023,Ministry of Defence (MoD),Cybersecurity,Odisha,19,Small
IND-CTR-2023-0602,Suryadipta Projects,212.8,27/12/2023,Indian Coast Guard,Radars,Himachal Pradesh,31,Standard
IND-CTR-2024-0732,BEML Limited,276.57,27/12/2023,Indian Navy,Radars,Andhra Pradesh,30,Standard
IND-CTR-2024-0803,VEM Technologies,3140.23,27/12/2023,Indian Air Force,Naval Ships,Nagaland,89,Major
IND-CTR-2025-1866,Adani Defence & Aerospace,119.53,27/12/2023,Indian Army,Artillery,Uttar Pradesh,30,Standard
IND-CTR-2023-1705,Tata Power SED,143.98,28/12/2023,Indian Air Force,Radars,Delhi,30,Standard
IND-CTR-2025-0408,Sika Interplant,34.34,28/12/2023,Ministry of Defence (MoD),IT Services,Meghalaya,12,Small
IND-CTR-2024-1759,Mazagon Dock Shipbuilders,984.15,29/12/2023,DRDO,Naval Ships,Mizoram,75,Major
IND-CTR-2023-0975,Ananth Technologies,40.5,30/12/2023,Indian Coast Guard,Communications,Maharashtra,18,Small
IND-CTR-2023-1152,Mahindra Defence Systems,834.99,30/12/2023,Indian Air Force,Space Systems,Goa,23,Major
IND-CTR-2023-1379,Saraswat Defence,227.5,31/12/2023,Ministry of Home Affairs (CAPF),Artillery,Mizoram,34,Standard
IND-CTR-2023-1497,Bharat Electronics Limited (BEL),1493.54,31/12/2023,ISRO,Helicopters,Kerala,29,Major
IND-CTR-2025-0643,Kalyani Strategic Systems,400,31/12/2023,Indian Army,Electronics,Assam,22,Standard
IND-CTR-2023-0289,Larsen & Toubro Defence,51.85,1/1/2024,ISRO,Cybersecurity,Uttarakhand,11,Standard
IND-CTR-2023-1662,Mazagon Dock Shipbuilders,16.28,1/1/2024,Indian Navy,Ammunition,Haryana,9,Small
IND-CTR-2023-1071,DRDO - ADE,9.73,2/1/2024,Indian Army,Training & Simulation,Rajasthan,10,Small
IND-CTR-2024-0108,Bharat Electronics Limited (BEL),247.89,2/1/2024,Indian Air Force,Artillery,Sikkim,23,Standard
IND-CTR-2023-1851,Samtel Avionics,270.91,3/1/2024,Indian Coast Guard,Vehicles,Odisha,15,Standard
IND-CTR-2024-1050,Tata Advanced Systems,62.93,3/1/2024,Indian Coast Guard,Electronics,Gujarat,17,Standard
IND-CTR-2025-1508,Cochin Shipyard Limited,49.25,3/1/2024,DRDO,Cybersecurity,Sikkim,12,Small
IND-CTR-2023-0172,DRDO - RCI,542.92,4/1/2024,Indian Army,Helicopters,Uttarakhand,38,Major
IND-CTR-2023-0825,Kalyani Strategic Systems,36.63,4/1/2024,Indian Navy,Communications,Meghalaya,23,Small
IND-CTR-2023-1268,Bharat Heavy Electricals Limited (BHEL),47.49,4/1/2024,ISRO,Ammunition,Madhya Pradesh,9,Small
IND-CTR-2024-0787,Kalyani Strategic Systems,32.69,4/1/2024,DRDO,Maintenance & MRO,Tamil Nadu,8,Small
IND-CTR-2025-0893,Adani Defence & Aerospace,385.14,4/1/2024,Indian Army,Radars,Uttar Pradesh,27,Standard
IND-CTR-2025-1397,Sika Interplant,461.91,4/1/2024,Indian Army,Vehicles,Meghalaya,16,Standard
IND-CTR-2025-1812,Paras Defence & Space Technologies,31.84,4/1/2024,ISRO,Electronics,Uttarakhand,13,Small
IND-CTR-2023-1642,Tonbo Imaging,41,6/1/2024,Indian Coast Guard,Drones/UAV,Mizoram,14,Small
IND-CTR-2024-0002,Cochin Shipyard Limited,316.14,8/1/2024,Indian Coast Guard,Radars,Gujarat,33,Standard
IND-CTR-2024-0127,Walchandnagar Industries,35.1,8/1/2024,Indian Air Force,Ammunition,Delhi,10,Small
IND-CTR-2025-1180,Avantel,1538.74,9/1/2024,Ministry of Defence (MoD),Satellites,Telangana,52,Major
IND-CTR-2025-1542,Alpha Design Technologies,4092.9,9/1/2024,Indian Air Force,Naval Ships,Telangana,91,Major
IND-CTR-2023-0381,Bharat Forge Defence,29.85,10/1/2024,Indian Air Force,Electronics,Meghalaya,14,Small
IND-CTR-2025-1219,Godrej Aerospace,180.83,10/1/2024,Indian Coast Guard,IT Services,Meghalaya,19,Standard
IND-CTR-2023-1382,NewSpace Research & Technologies,20.09,12/1/2024,Ministry of Defence (MoD),Communications,Jammu & Kashmir,15,Small
IND-CTR-2024-0506,Aequs Aerospace,353.57,12/1/2024,DRDO,Engines,Himachal Pradesh,32,Standard
IND-CTR-2024-1348,Taneja Aerospace,79.25,13/1/2024,DRDO,Ammunition,Telangana,8,Standard
IND-CTR-2024-1670,NewSpace Research & Technologies,707.51,14/1/2024,ISRO,Space Systems,Chhattisgarh,33,Major
IND-CTR-2024-1964,Ordnance Factory Board,10,14/1/2024,Indian Air Force,Electronics,Goa,20,Small
IND-CTR-2025-0192,Samtel Avionics,7450.19,14/1/2024,DRDO,Submarines,Maharashtra,85,Major
IND-CTR-2023-0868,Electronics Corporation of India Limited (ECIL),7851.12,15/1/2024,ISRO,Aircraft,Kerala,59,Major
IND-CTR-2024-0094,Ananth Technologies,66.34,15/1/2024,Indian Coast Guard,Drones/UAV,Goa,10,Standard
IND-CTR-2025-0508,DRDO - ADE,84.06,16/1/2024,Ministry of Defence (MoD),Drones/UAV,Chhattisgarh,15,Standard
IND-CTR-2024-0912,Data Patterns,8.07,18/1/2024,Ministry of Home Affairs (CAPF),Training & Simulation,Andhra Pradesh,13,Small
IND-CTR-2025-1230,IdeaForge,146.5,18/1/2024,Indian Coast Guard,Communications,Ladakh,13,Standard
IND-CTR-2025-0540,Godrej Aerospace,44.64,19/1/2024,Ministry of Home Affairs (CAPF),Training & Simulation,Himachal Pradesh,16,Small
IND-CTR-2025-1076,VEM Technologies,500,19/1/2024,ISRO,Naval Ships,Bihar,72,Standard
IND-CTR-2025-1604,VEM Technologies,2132.61,19/1/2024,Indian Coast Guard,Aircraft,Haryana,48,Major
IND-CTR-2025-1883,Tata Power SED,121.4,21/1/2024,Indian Air Force,Communications,Delhi,15,Standard
IND-CTR-2023-1600,Hindustan Shipyard Limited,7231.52,22/1/2024,ISRO,Naval Ships,Mizoram,66,Major
IND-CTR-2023-1994,Centum Electronics,1566.81,22/1/2024,ISRO,Satellites,Gujarat,33,Major
IND-CTR-2024-1160,Hindustan Aeronautics Limited (HAL),15.55,22/1/2024,Indian Coast Guard,IT Services,Ladakh,14,Small
IND-CTR-2025-0035,Mahindra Defence Systems,105.37,22/1/2024,Ministry of Home Affairs (CAPF),Communications,Meghalaya,16,Standard
IND-CTR-2023-1209,Data Patterns,1486.7,23/1/2024,Ministry of Home Affairs (CAPF),Missiles,Gujarat,35,Major
IND-CTR-2025-0636,Larsen & Toubro Defence,267.73,23/1/2024,Ministry of Defence (MoD),Radars,Chhattisgarh,25,Standard
IND-CTR-2025-1983,DRDO - RCI,165.35,23/1/2024,Indian Coast Guard,Vehicles,Tripura,22,Standard
IND-CTR-2024-0281,Sika Interplant,232.93,24/1/2024,Indian Army,Helicopters,Uttarakhand,42,Standard
IND-CTR-2023-1023,Bharat Forge Defence,237.93,25/1/2024,Indian Navy,Artillery,Tamil Nadu,25,Standard
IND-CTR-2024-0833,Mazagon Dock Shipbuilders,66.9,25/1/2024,Ministry of Home Affairs (CAPF),IT Services,Manipur,25,Standard
IND-CTR-2025-0690,Paras Defence & Space Technologies,107.21,25/1/2024,Ministry of Home Affairs (CAPF),Radars,West Bengal,27,Standard
IND-CTR-2024-0232,Electronics Corporation of India Limited (ECIL),128.47,26/1/2024,Indian Coast Guard,Cybersecurity,Haryana,16,Standard
IND-CTR-2024-1532,IdeaForge,462.66,26/1/2024,DRDO,Missiles,Manipur,34,Standard
IND-CTR-2025-1135,Sika Interplant,257.41,26/1/2024,Indian Coast Guard,Engines,Goa,28,Standard
IND-CTR-2023-0113,BEML Limited,10,28/1/2024,Indian Army,Cybersecurity,Jammu & Kashmir,18,Small
IND-CTR-2023-1590,Bharat Electronics Limited (BEL),51.51,28/1/2024,Ministry of Home Affairs (CAPF),Cybersecurity,Manipur,20,Standard
IND-CTR-2024-0023,Mazagon Dock Shipbuilders,16.83,28/1/2024,Indian Coast Guard,Maintenance & MRO,Nagaland,16,Small
IND-CTR-2024-1667,Samtel Avionics,437.82,29/1/2024,Indian Navy,Missiles,Meghalaya,39,Standard
IND-CTR-2024-1714,DRDO - LRDE,1822.23,29/1/2024,DRDO,Helicopters,Delhi,48,Major
IND-CTR-2024-0297,DRDO - RCI,58.09,30/1/2024,ISRO,IT Services,Manipur,11,Standard
IND-CTR-2024-0333,Larsen & Toubro Defence,536.54,30/1/2024,Indian Coast Guard,Artillery,Himachal Pradesh,45,Major
IND-CTR-2025-0891,Ananth Technologies,43.51,30/1/2024,Indian Army,Cybersecurity,Odisha,11,Small
IND-CTR-2023-0241,BEML Limited,156.93,31/1/2024,Indian Army,Communications,Meghalaya,23,Standard
IND-CTR-2023-1632,Walchandnagar Industries,137.39,31/1/2024,ISRO,Vehicles,Chhattisgarh,24,Standard
IND-CTR-2023-1776,Centum Electronics,20.77,31/1/2024,Indian Army,IT Services,Bihar,24,Small
IND-CTR-2025-0208,Suryadipta Projects,41.03,31/1/2024,Ministry of Home Affairs (CAPF),Ammunition,Telangana,15,Small
IND-CTR-2023-0276,Kalyani Strategic Systems,444.89,1/2/2024,Indian Navy,Missiles,Chhattisgarh,42,Standard
IND-CTR-2023-0492,Godrej Aerospace,41.06,1/2/2024,Ministry of Home Affairs (CAPF),Communications,Andhra Pradesh,15,Small
IND-CTR-2023-1940,Godrej Aerospace,23.28,1/2/2024,Indian Navy,Drones/UAV,Himachal Pradesh,17,Small
IND-CTR-2024-1338,Adani Defence & Aerospace,423.01,1/2/2024,Indian Army,Artillery,Mizoram,35,Standard
IND-CTR-2023-0587,Suryadipta Projects,3674.72,2/2/2024,Indian Coast Guard,Missiles,Madhya Pradesh,34,Major
IND-CTR-2024-0657,Godrej Aerospace,211.03,3/2/2024,ISRO,Vehicles,Madhya Pradesh,24,Standard
IND-CTR-2025-0535,VEM Technologies,110.51,3/2/2024,DRDO,Vehicles,Nagaland,14,Standard
IND-CTR-2023-0073,Data Patterns,6484.56,4/2/2024,Indian Coast Guard,Naval Ships,Ladakh,44,Major
IND-CTR-2024-1101,Taneja Aerospace,831.32,5/2/2024,Ministry of Defence (MoD),Space Systems,Gujarat,46,Major
IND-CTR-2024-1757,Larsen & Toubro Defence,78.11,5/2/2024,Indian Army,Electronics,Uttarakhand,17,Standard
IND-CTR-2025-0579,Electronics Corporation of India Limited (ECIL),41.59,5/2/2024,Indian Coast Guard,Drones/UAV,Sikkim,17,Small
IND-CTR-2023-1272,BEML Limited,118.07,6/2/2024,Ministry of Home Affairs (CAPF),Vehicles,Delhi,20,Standard
IND-CTR-2024-0193,IdeaForge,1362.91,6/2/2024,Indian Air Force,Space Systems,Jharkhand,45,Major
IND-CTR-2025-1873,Bharat Heavy Electricals Limited (BHEL),1996.43,6/2/2024,Indian Air Force,Satellites,Andhra Pradesh,64,Major
IND-CTR-2025-1401,Alpha Design Technologies,85.58,7/2/2024,ISRO,Drones/UAV,Rajasthan,12,Standard
IND-CTR-2025-1620,Tata Power SED,116.44,8/2/2024,DRDO,Radars,Uttar Pradesh,35,Standard
IND-CTR-2023-1586,Mazagon Dock Shipbuilders,5519.74,9/2/2024,Ministry of Home Affairs (CAPF),Submarines,Delhi,97,Major
IND-CTR-2024-0158,Taneja Aerospace,41.43,9/2/2024,Indian Coast Guard,Electronics,Jharkhand,19,Small
IND-CTR-2024-0510,Kalyani Strategic Systems,1502.26,9/2/2024,Indian Coast Guard,Aircraft,Uttarakhand,29,Major
IND-CTR-2024-1579,Hindustan Aeronautics Limited (HAL),12.83,10/2/2024,DRDO,IT Services,Goa,23,Small
IND-CTR-2023-0438,Adani Defence & Aerospace,17.8,11/2/2024,Indian Air Force,Drones/UAV,Tamil Nadu,21,Small
IND-CTR-2025-1498,Adani Defence & Aerospace,53.1,11/2/2024,Ministry of Home Affairs (CAPF),IT Services,Mizoram,17,Standard
IND-CTR-2023-0822,Kalyani Strategic Systems,33.69,13/2/2024,Indian Coast Guard,IT Services,Haryana,18,Small
IND-CTR-2023-0882,Aequs Aerospace,5.7,13/2/2024,Ministry of Home Affairs (CAPF),Maintenance & MRO,Himachal Pradesh,15,Small
IND-CTR-2023-1438,DRDO - ADE,1500,13/2/2024,Indian Army,Engines,Gujarat,38,Major
IND-CTR-2025-1915,Sika Interplant,111.71,13/2/2024,Indian Coast Guard,Vehicles,Bihar,31,Standard
IND-CTR-2025-0348,Suryadipta Projects,3794.92,14/2/2024,Ministry of Home Affairs (CAPF),Submarines,Assam,78,Major
IND-CTR-2023-0205,Mahindra Defence Systems,759.34,15/2/2024,Indian Coast Guard,Radars,Andhra Pradesh,34,Major
IND-CTR-2024-1483,Astra Microwave,6000,16/2/2024,DRDO,Satellites,Uttar Pradesh,67,Major
IND-CTR-2024-1945,Sika Interplant,236.24,17/2/2024,Indian Navy,Radars,Jharkhand,44,Standard
IND-CTR-2025-1647,Samtel Avionics,20.73,20/2/2024,Indian Army,Electronics,Meghalaya,22,Small
IND-CTR-2024-1948,Larsen & Toubro Defence,142.59,21/2/2024,Indian Navy,Radars,Punjab,28,Standard
IND-CTR-2024-1984,DRDO - RCI,436.76,21/2/2024,Indian Army,Helicopters,Tamil Nadu,32,Standard
IND-CTR-2023-0235,Ordnance Factory Board,23.79,22/2/2024,Ministry of Home Affairs (CAPF),Electronics,Uttarakhand,23,Small
IND-CTR-2023-1838,Bharat Heavy Electricals Limited (BHEL),174.04,22/2/2024,Ministry of Home Affairs (CAPF),Drones/UAV,Meghalaya,14,Standard
IND-CTR-2024-0783,Larsen & Toubro Defence,45.28,22/2/2024,Indian Navy,Electronics,Nagaland,23,Small
IND-CTR-2023-0187,Suryadipta Projects,400,23/2/2024,Ministry of Home Affairs (CAPF),Electronics,Uttarakhand,16,Standard
IND-CTR-2023-0821,Alpha Design Technologies,62.07,23/2/2024,DRDO,Electronics,Madhya Pradesh,24,Standard
IND-CTR-2024-0942,Walchandnagar Industries,17.2,24/2/2024,Indian Coast Guard,Drones/UAV,Telangana,16,Small
IND-CTR-2024-1096,Tonbo Imaging,2565.41,24/2/2024,Indian Navy,Aircraft,Jharkhand,52,Major
IND-CTR-2025-0404,DRDO - RCI,149.25,24/2/2024,DRDO,Vehicles,Kerala,26,Standard
IND-CTR-2023-0746,Larsen & Toubro Defence,104.6,25/2/2024,DRDO,Artillery,Madhya Pradesh,20,Standard
IND-CTR-2024-1701,Cochin Shipyard Limited,31.53,26/2/2024,DRDO,IT Services,Assam,19,Small
IND-CTR-2025-1133,DRDO - RCI,3114.66,26/2/2024,DRDO,Missiles,Goa,39,Major
IND-CTR-2025-0464,Ananth Technologies,46.52,27/2/2024,ISRO,Electronics,Telangana,20,Small
IND-CTR-2025-1738,Tata Advanced Systems,175.24,27/2/2024,DRDO,Engines,Madhya Pradesh,17,Standard
IND-CTR-2023-0368,Bharat Heavy Electricals Limited (BHEL),34.44,28/2/2024,Indian Coast Guard,Vehicles,Gujarat,24,Small
IND-CTR-2023-0981,Avantel,135.01,28/2/2024,ISRO,Communications,Bihar,25,Standard
IND-CTR-2023-0849,Kalyani Strategic Systems,86.52,29/2/2024,Ministry of Defence (MoD),Vehicles,Maharashtra,29,Standard
IND-CTR-2024-0806,Mahindra Defence Systems,2062.93,29/2/2024,Indian Air Force,Aircraft,Kerala,37,Major
IND-CTR-2024-1166,Ordnance Factory Board,40.92,29/2/2024,Indian Navy,IT Services,Meghalaya,28,Small
IND-CTR-2025-0471,Paras Defence & Space Technologies,79.85,29/2/2024,Indian Coast Guard,Electronics,Bihar,21,Standard
IND-CTR-2024-1784,Garden Reach Shipbuilders & Engineers,214.31,1/3/2024,Ministry of Home Affairs (CAPF),Vehicles,Uttarakhand,26,Standard
IND-CTR-2024-1962,Avantel,522.71,2/3/2024,Ministry of Home Affairs (CAPF),Missiles,Meghalaya,49,Major
IND-CTR-2023-0793,DRDO - ADE,1742.3,3/3/2024,ISRO,Satellites,Punjab,39,Major
IND-CTR-2023-0282,Cochin Shipyard Limited,9.49,4/3/2024,Ministry of Home Affairs (CAPF),IT Services,Rajasthan,17,Small
IND-CTR-2024-1388,Larsen & Toubro Defence,550.95,4/3/2024,ISRO,Artillery,Jammu & Kashmir,27,Major
IND-CTR-2025-1128,Tata Advanced Systems,61.83,4/3/2024,Ministry of Home Affairs (CAPF),Maintenance & MRO,Uttarakhand,10,Standard
IND-CTR-2025-1157,Adani Defence & Aerospace,132.36,4/3/2024,Ministry of Defence (MoD),Communications,Arunachal Pradesh,23,Standard
IND-CTR-2025-1300,Adani Defence & Aerospace,55.7,4/3/2024,Ministry of Defence (MoD),Drones/UAV,Uttar Pradesh,14,Standard
IND-CTR-2024-0215,Kalyani Strategic Systems,194.49,6/3/2024,DRDO,Vehicles,Uttar Pradesh,15,Standard
IND-CTR-2025-1783,Larsen & Toubro Defence,23.19,6/3/2024,Indian Navy,IT Services,Rajasthan,15,Small
IND-CTR-2024-1306,Tonbo Imaging,74.39,8/3/2024,Indian Army,Drones/UAV,Karnataka,10,Standard
IND-CTR-2023-0568,DRDO - RCI,4211.82,9/3/2024,ISRO,Submarines,Chhattisgarh,62,Major
IND-CTR-2024-1218,BEML Limited,655.81,9/3/2024,DRDO,Aircraft,Meghalaya,40,Major
IND-CTR-2023-1091,Tata Power SED,107.49,10/3/2024,Indian Air Force,Cybersecurity,Sikkim,14,Standard
IND-CTR-2025-0146,Kalyani Strategic Systems,1184.21,10/3/2024,Indian Air Force,Aircraft,Sikkim,60,Major
IND-CTR-2023-0216,Hindustan Shipyard Limited,42.66,11/3/2024,Ministry of Defence (MoD),Vehicles,Telangana,27,Small
IND-CTR-2023-0826,DRDO - LRDE,47.82,11/3/2024,DRDO,IT Services,Manipur,8,Small
IND-CTR-2024-1906,Avantel,340.33,11/3/2024,Indian Air Force,Artillery,Assam,34,Standard
IND-CTR-2024-0138,Bharat Heavy Electricals Limited (BHEL),18.59,12/3/2024,Indian Coast Guard,Training & Simulation,Goa,12,Small
IND-CTR-2025-1109,DRDO - RCI,8.06,12/3/2024,DRDO,IT Services,Ladakh,16,Small
IND-CTR-2023-1012,Aequs Aerospace,95.65,13/3/2024,Ministry of Defence (MoD),Ammunition,Gujarat,11,Standard
IND-CTR-2025-0730,Adani Defence & Aerospace,249.39,13/3/2024,Indian Navy,Vehicles,Chhattisgarh,22,Standard
IND-CTR-2025-0750,Ordnance Factory Board,479.1,13/3/2024,ISRO,Space Systems,Uttar Pradesh,34,Standard
IND-CTR-2023-0039,Astra Microwave,1200,14/3/2024,Indian Coast Guard,Radars,Gujarat,36,Major
IND-CTR-2023-1014,Data Patterns,1429.4,14/3/2024,Ministry of Defence (MoD),Aircraft,Delhi,37,Major
IND-CTR-2024-0929,IdeaForge,64.62,14/3/2024,ISRO,Communications,Goa,24,Standard
IND-CTR-2025-1521,Taneja Aerospace,25.35,14/3/2024,DRDO,IT Services,Tripura,12,Small
IND-CTR-2023-1611,Walchandnagar Industries,50.45,15/3/2024,Indian Navy,Maintenance & MRO,Uttar Pradesh,13,Standard
IND-CTR-2025-0635,DRDO - LRDE,728.01,15/3/2024,Indian Coast Guard,Artillery,Jammu & Kashmir,45,Major
IND-CTR-2025-0534,Ordnance Factory Board,617.56,16/3/2024,Indian Air Force,Space Systems,Uttar Pradesh,33,Major
IND-CTR-2025-1733,NewSpace Research & Technologies,62.02,16/3/2024,DRDO,IT Services,Assam,15,Standard
IND-CTR-2024-1929,Adani Defence & Aerospace,533.81,17/3/2024,ISRO,Radars,Uttar Pradesh,36,Major
IND-CTR-2024-1938,DRDO - ADE,267.56,17/3/2024,Indian Navy,Space Systems,Madhya Pradesh,54,Standard
IND-CTR-2023-0233,Godrej Aerospace,22.04,18/3/2024,Indian Coast Guard,IT Services,Himachal Pradesh,19,Small
IND-CTR-2023-1881,Hindustan Aeronautics Limited (HAL),1633.52,18/3/2024,Indian Air Force,Naval Ships,Arunachal Pradesh,79,Major
IND-CTR-2024-0272,BEML Limited,422.53,18/3/2024,ISRO,Radars,Karnataka,38,Standard
IND-CTR-2024-0954,Kalyani Strategic Systems,1883.91,19/3/2024,Indian Air Force,Aircraft,Karnataka,41,Major
IND-CTR-2023-1826,DRDO - ADE,282.25,20/3/2024,Ministry of Home Affairs (CAPF),Radars,Odisha,29,Standard
IND-CTR-2025-1250,Bharat Forge Defence,156.28,20/3/2024,Indian Army,Radars,Assam,37,Standard
IND-CTR-2023-0148,Alpha Design Technologies,296.88,22/3/2024,Ministry of Defence (MoD),Radars,Himachal Pradesh,35,Standard
IND-CTR-2024-0451,Walchandnagar Industries,52.43,22/3/2024,Indian Navy,Ammunition,Goa,12,Standard
IND-CTR-2024-0953,DRDO - LRDE,213.86,22/3/2024,Indian Air Force,Communications,West Bengal,19,Standard
IND-CTR-2025-1888,Cochin Shipyard Limited,521.42,22/3/2024,Indian Coast Guard,Artillery,Telangana,26,Major
IND-CTR-2023-1254,Hindustan Shipyard Limited,14.37,23/3/2024,ISRO,Communications,Punjab,16,Small
IND-CTR-2025-0638,Mahindra Defence Systems,41.88,23/3/2024,Indian Army,IT Services,Nagaland,17,Small
IND-CTR-2023-0437,NewSpace Research & Technologies,11.91,24/3/2024,Ministry of Defence (MoD),Drones/UAV,Delhi,12,Small
IND-CTR-2023-0476,Paras Defence & Space Technologies,1952.96,24/3/2024,Indian Coast Guard,Helicopters,Sikkim,35,Major
IND-CTR-2023-0619,Hindustan Aeronautics Limited (HAL),188.62,25/3/2024,DRDO,Ammunition,Tripura,15,Standard
IND-CTR-2024-1154,Electronics Corporation of India Limited (ECIL),101.83,25/3/2024,Ministry of Defence (MoD),IT Services,Tripura,26,Standard
IND-CTR-2024-0905,Samtel Avionics,7241.58,26/3/2024,Indian Air Force,Submarines,Uttar Pradesh,117,Major
IND-CTR-2023-1396,Mahindra Defence Systems,20.99,27/3/2024,Indian Navy,Cybersecurity,Jammu & Kashmir,20,Small
IND-CTR-2024-0088,Garden Reach Shipbuilders & Engineers,25.61,28/3/2024,Indian Coast Guard,Cybersecurity,Kerala,13,Small
IND-CTR-2024-0614,Data Patterns,560.4,28/3/2024,Ministry of Defence (MoD),Engines,Himachal Pradesh,13,Major
IND-CTR-2024-1038,Bharat Forge Defence,186.11,28/3/2024,Indian Air Force,Electronics,Bihar,10,Standard
IND-CTR-2023-0390,Hindustan Shipyard Limited,337.42,29/3/2024,Ministry of Home Affairs (CAPF),Missiles,Andhra Pradesh,51,Standard
IND-CTR-2023-1145,Tata Advanced Systems,17.97,30/3/2024,Indian Army,Cybersecurity,Maharashtra,16,Small
IND-CTR-2023-1766,Tata Power SED,612.51,30/3/2024,Indian Air Force,Helicopters,Delhi,34,Major
IND-CTR-2024-0461,Adani Defence & Aerospace,26.71,30/3/2024,Ministry of Defence (MoD),Vehicles,Assam,26,Small
IND-CTR-2025-0311,Alpha Design Technologies,3271.06,30/3/2024,Indian Air Force,Submarines,West Bengal,81,Major
IND-CTR-2025-0702,Godrej Aerospace,32.75,30/3/2024,Ministry of Defence (MoD),IT Services,Uttar Pradesh,24,Small
IND-CTR-2025-1355,Aequs Aerospace,102.93,30/3/2024,Indian Air Force,Drones/UAV,Manipur,13,Standard
IND-CTR-2023-0728,Bharat Heavy Electricals Limited (BHEL),42.79,31/3/2024,Indian Coast Guard,Training & Simulation,Bihar,12,Small
IND-CTR-2025-0851,Astra Microwave,206.6,1/4/2024,Indian Air Force,Radars,Manipur,25,Standard
IND-CTR-2024-0920,Hindustan Aeronautics Limited (HAL),715.06,2/4/2024,ISRO,Missiles,Manipur,41,Major
IND-CTR-2024-1036,Suryadipta Projects,18.6,2/4/2024,Ministry of Defence (MoD),Drones/UAV,Arunachal Pradesh,12,Small
IND-CTR-2025-1638,Kalyani Strategic Systems,203.29,4/4/2024,Indian Navy,Artillery,Sikkim,25,Standard
IND-CTR-2023-0136,Bharat Forge Defence,18.39,5/4/2024,Indian Army,Cybersecurity,Karnataka,9,Small
IND-CTR-2023-1963,Bharat Forge Defence,221.72,5/4/2024,DRDO,Radars,Odisha,31,Standard
IND-CTR-2025-1536,Hindustan Shipyard Limited,596.43,6/4/2024,DRDO,Missiles,Ladakh,37,Major
IND-CTR-2025-1236,Suryadipta Projects,290.3,8/4/2024,Ministry of Defence (MoD),Engines,Madhya Pradesh,37,Standard
IND-CTR-2024-0850,DRDO - RCI,1445.35,9/4/2024,Indian Air Force,Missiles,Mizoram,37,Major
IND-CTR-2024-1061,Saraswat Defence,21.74,9/4/2024,ISRO,Drones/UAV,Himachal Pradesh,11,Small
